ITEM_20150317_000001	Empty_Helmet	없음_helmet
ITEM_20150317_001160	Hanya dengan menggunakan itu kamu merasa lebih ringan.	신는 것만으로 몸이 가벼워지는 듯합니다.
ITEM_20150317_001161	Cafrisun Pants 	카프리선 팬츠
ITEM_20150317_001162	Tolong jangan dengan sengaja terkena hanya untuk menguji pertahanan sihir.	마법 방어력을 시험하기 일부러 맞지는 마십시오.
ITEM_20150317_001163	Cafrisun Armor 	카프리선 아머
ITEM_20150317_001164	Kita tidak tahu apa bahannya, tapi cukup berguna.	어떤 소재로 만들어졌는지 알 수 없지만, 쓸만합니다.
ITEM_20150317_001165	Dio Gloves 	디오 글로브
ITEM_20150317_001166	Dio Sandals 	디오 샌들
ITEM_20150317_001167	Dio Pants 	디오 팬츠
ITEM_20150317_001168	Dio Robe 	디오 로브
ITEM_20150317_001169	Dio Leather Gloves	디오 레더 글로브
ITEM_20150317_001170	Dio Leather Boots	디오 레더 부츠
ITEM_20150317_001171	Dio Leather Pants	디오 레더 팬츠
ITEM_20150317_001172	Dio Leather Armor	디오 레더 아머
ITEM_20150317_001173	Dio Chain Gauntlet	디오 체인 건틀릿
ITEM_20150317_001174	Dio Chain Boots	디오 체인 부츠
ITEM_20150317_001175	Dio Chain Pants	디오 체인 팬츠
ITEM_20150317_001176	Dio Chainmail 	디오 체인 메일
ITEM_20150317_001177	Thresh Gloves	트레시 글로브
ITEM_20150317_001178	Thresh Sandals	트레시 샌들
ITEM_20150317_001179	Thresh Pants	트레시 팬츠
ITEM_20150317_001180	Thresh Robe	트레시 로브
ITEM_20150317_001181	Thresh Leather Gloves	트레시 레더 글로브
ITEM_20150317_001182	Thresh Leather Boots	트레시 레더 부츠
ITEM_20150317_001183	Thresh Leather Pants	트레시 레더 팬츠
ITEM_20150317_001184	Thresh Leather Armor	트레시 레더 아머
ITEM_20150317_001185	Thresh Chain Gloves	트레시 체인 글로브
ITEM_20150317_001186	Thresh Chain Boots	트레시 체인 부츠
ITEM_20150317_001187	Thresh Chain Pants	트레시 체인 팬츠
ITEM_20150317_001188	Thresh Chainmail	트레시 체인 메일
ITEM_20150317_001189	Sestas Gloves	세스타스 글로브
ITEM_20150317_001190	Sestas Sandals	세스타스 샌들
ITEM_20150317_001191	Sestas Pants	세스타스 팬츠
ITEM_20150317_001192	Sestas Greaves	세스타스 로브
ITEM_20150317_001193	Sestas Leather Gloves	세스타스 레더 글로브
ITEM_20150317_001194	Sestas Leather Boots	세스타스 레더 부츠
ITEM_20150317_001195	Sestas Leather Pants	세스타스 레더 팬츠
ITEM_20150317_001196	Sestas Leather Armor	세스타스 레더 아머
ITEM_20150317_001197	Sestas Chain Gloves	세스타스 체인 글로브
ITEM_20150317_001198	Sestas Chain Boots	세스타스 체인 부츠
ITEM_20150317_001199	Sestas Chain Pants	세스타스 체인 팬츠
ITEM_20150317_001200	Sestas Chain Mail	세스타스 체인 메일
ITEM_20150317_001201	Dratt Gloves 	드라트 글로브
ITEM_20150317_001202	Dratt Sandals 	드라트 샌들
ITEM_20150317_001203	Dratt Pants 	드라트 팬츠
ITEM_20150317_001204	Dratt Robe 	드라트 로브
ITEM_20150317_001205	Dratt Leather Gloves 	드라트 레더 글로브
ITEM_20150317_001206	Dratt Leather Boots 	드라트 레더 부츠
ITEM_20150317_001207	Dratt Leather Pants 	드라트 레더 팬츠
ITEM_20150317_001208	Dratt Leather Armor 	드라트 레더 아머
ITEM_20150317_001209	Dratt Gauntlets 	드라트 건틀릿
ITEM_20150317_001210	Dratt Greaves 	드라트 그리브
ITEM_20150317_001211	Dratt Plate Leggings 	드라트 플레이트 레깅스
ITEM_20150317_001212	Dratt Plate Armor 	드라트 플레이트 아머
ITEM_20150317_001213	Aston Gloves	아스턴 글로브
ITEM_20150317_001214	Aston Sandals	아스턴 샌들
ITEM_20150317_001215	Aston Pants	아스턴 팬츠
ITEM_20150317_001216	Aston Greaves	아스턴 로브
ITEM_20150317_001217	Aston Leather Gloves	아스턴 레더 글로브
ITEM_20150317_001218	Aston Leather Boots	아스턴 레더 부츠
ITEM_20150317_001219	Aston Leather Pants	아스턴 레더 팬츠
ITEM_20150317_001220	Aston Leather Armor	아스턴 레더 아머
ITEM_20150317_001221	Aston Gauntlets	아스턴 건틀릿
ITEM_20150317_001222	Aston Greaves	아스턴 그리브
ITEM_20150317_001223	Aston Plate Leggings	아스턴 플레이트 레깅스
ITEM_20150317_001224	Aston Plate Armor	아스턴 플레이트 아머
ITEM_20150317_001225	Devi Gloves	데비 글로브
ITEM_20150317_001226	Devi Sandals	데비 샌들
ITEM_20150317_001227	Devi Pants	데비 팬츠
ITEM_20150317_001228	Devi Greaves	데비 로브
ITEM_20150317_001229	Devi Leather Gloves	데비 레더 글로브
ITEM_20150317_001230	Devi Leather Boots	데비 레더 부츠
ITEM_20150317_001231	Devi Leather Pants	데비 레더 팬츠
ITEM_20150317_001232	Devi Leather Armor	데비 레더 아머
ITEM_20150317_001233	Devi Gauntlets	데비 건틀릿
ITEM_20150317_001234	Devi Greaves	데비 그리브
ITEM_20150317_001235	Devi Plate Leggings	데비 플레이트 레깅스
ITEM_20150317_001236	Devi Plate Armor	데비 플레이트 아머
ITEM_20150317_001237	Prima Gloves	프리마 글로브
ITEM_20150317_001238	Prima Sandals	프리마 샌들
ITEM_20150317_001239	Prima Pants	프리마 팬츠
ITEM_20150317_001240	Prima Greaves	프리마 로브
ITEM_20150317_001241	Prima Leather Gloves	프리마 레더 글로브
ITEM_20150317_001242	Prima Leather Boots	프리마 레더 부츠
ITEM_20150317_001243	Prima Leather Pants	프리마 레더 팬츠
ITEM_20150317_001244	Prima Leather Armor	프리마 레더 아머
ITEM_20150317_001245	Prima Gauntlets	프리마 건틀릿
ITEM_20150317_001246	Prima Greaves	프리마 그리브
ITEM_20150317_001247	Prima Plate Leggings	프리마 플레이트 레깅스
ITEM_20150317_001248	Prima Plate Armor	프리마 플레이트 아머
ITEM_20150317_001249	Tomb Gloves	툼 글로브
ITEM_20150317_001250	Tomb Leather Gloves	툼 레더 글로브
ITEM_20150317_001251	Tomb Gauntlets	툼 건틀릿
ITEM_20150317_001252	Walker	워커
ITEM_20150317_001253	Formine Armor 	포 마인 아머
ITEM_20150317_001254	Dibuat sesuai resep yang dihasilkan dari ratusan tahun pengalaman para penambang dan kebijaksanaan.	광부들의 수백년의 지혜와 경험이 낳은 제조법으로 만들어 졌습니다.
ITEM_20150317_001255	Riena Pants	리에나 팬츠
ITEM_20150317_001256	Riena Robe	리에나 로브
ITEM_20150317_001257	Riena Leather Pants	리에나 레더 팬츠
ITEM_20150317_001258	Riena Leather Armor	리에나 레더 아머
ITEM_20150317_001259	Riena Plate Leggings	리에나 플레이트 레깅스
ITEM_20150317_001260	Riena Plate Armor	리에나 플레이트 아머
ITEM_20150317_001261	Vubbe Fighter Gauntlets	부베 투사 건틀릿
ITEM_20150317_001262	Shield Crasher	실드 크래셔
ITEM_20150317_001263	Vine Gloves	바인 글로브
ITEM_20150317_001264	Vine Boots	바인 부츠
ITEM_20150317_001265	Vine Pants	바인 팬츠
ITEM_20150317_001266	Vine Greaves	바인 로브
ITEM_20150317_001267	Saint Robe	세인트 로브
ITEM_20150317_001268	Soul Chaser Gloves	소울 체이서 글로브
ITEM_20150317_001269	Soul Chaser Boots 	소울 체이서 부츠
ITEM_20150317_001270	Soul Chaser Pants 	소울 체이서 팬츠
ITEM_20150317_001271	Soul Chaser Armor 	소울 체이서 아머
ITEM_20150317_001272	Bone Gauntlets	본 건틀릿
ITEM_20150317_001273	Bone Greaves	본 그리브
ITEM_20150317_001274	Bone Skirt	본 스커트
ITEM_20150317_001275	Bone Armor	본 아머
ITEM_20150317_001276	Shade Hands	쉐이드 핸즈
ITEM_20150317_001277	Shade Runner	쉐이드 러너
ITEM_20150317_001278	Shade Skirt	쉐이드 스커트
ITEM_20150317_001279	Shade Dancer	쉐이드 댄서
ITEM_20150317_001280	Rokas Leather Armor	로카스 레더 아머
ITEM_20150317_001281	Rokas Mail	로카스 메일
ITEM_20150317_001282	Rokas Robe	로카스 로브
ITEM_20150317_001283	Wind Runner	윈드 러너
ITEM_20150317_001284	Zachariel's Heart 	자카리엘 하트
ITEM_20150317_001285	Hydra Trousers	히드라 트라우저
ITEM_20150317_001286	Banshee Veil	밴시 베일
ITEM_20150317_001287	Top [Ghost]	상의[유령]
ITEM_20150317_001288	Empty_Neck 	없음_Neck
ITEM_20150317_001289	Klik-Kanan untuk menggunakan Item ini	마우스 오른쪽 버튼 클릭으로 장착
ITEM_20150317_001290	HP Necklace 	HP 목걸이
ITEM_20150317_001291	Necklace 	목걸이
ITEM_20150317_001292	SP Necklace 	SP 목걸이
ITEM_20150317_001293	STA Necklace 	STA 목걸이
ITEM_20150317_001294	Panto Necklace 	판토 목걸이
ITEM_20150317_001295	Bone Necklace 	뼈 목걸이
ITEM_20150317_001296	Hogma Leather Necklace 	호그마 가죽 목걸이
ITEM_20150317_001297	Strange Charm 	이상한 부적
ITEM_20150317_001298	Defense Necklace 	방어력 목걸이
ITEM_20150317_001299	Novice Necklace 	노비스 네클리스
ITEM_20150317_001300	Fakta bahwa peralatan tersebut sangat terjangkau adalah sebuah berkat bagi pemula.	이런 장비가 이토록 저가라는 사실만으로도 초보자들에게는 축복입니다.
ITEM_20150317_001301	Vubbe Talisman 	부베 탈리스만
ITEM_20150317_001302	Ini adalah alasan mengapa kadang-kadang serangan itu tidak berpengaruh pada Vubbes.	부베에 대한 공격이 가끔 효과가 없던 이유입니다. 
ITEM_20150317_001303	Chupacabra Necklace 	츄파카브라 네클리스
ITEM_20150317_001304	Rumor mengatakan bahwa gigi Chupacabra mendesis satu sama lain sementara berceloteh. Apapun, mereka pasti mengandung beberapa kekuatan sihir.	츄파카브라의 이빨들은 가끔 달그락 거리며 자기들끼리 속삭인다는 소문이 있습니다. 사실이야 어쨌건 마력이 담긴 것은 틀림없습니다.
ITEM_20150317_001305	Wooden Necklace 	우든 네클리스
ITEM_20150317_001306	Ini tidak dianjurkan untuk melepasnya saat Kamu sedang membawa sesuatu.	물건을 든 동안에는 갑자기 벗지 않는 것이 좋습니다.
ITEM_20150317_001307	Iron Necklace 	아이언 네클리스
ITEM_20150317_001308	Kamu akan merasa Kamu menjadi lebih ringan, namun pada kenyataannya kamu tidak menjadi lebih tipis apapun.	가벼워진 느낌이 들겠지만, 실제로 날씬해진 것은 아닙니다.
ITEM_20150317_001309	Steel Necklace 	스틸 네클리스
ITEM_20150317_001310	Dalam pertempuran, faktor kecil dapat membuat perbedaan antara hidup dan mati. Kamu pasti tidak akan menyesal dengan menggunakan kalung ini.	전투에서는 작은 차이가 삶과 죽음을 가릅니다. 이 목걸이를 차서 후회할 일은 없습니다.
ITEM_20150317_001311	Talisman 	탈리스만
ITEM_20150317_001312	Sayangnya itu tidak akan membantu Kamu banyak ketika belajar.	애석하게도 공부할 때는 그다지 도움이 안 됩니다.
ITEM_20150317_001313	Klaipeda Chain 	클라페다 체인
ITEM_20150317_001314	Kalung ini membawa keluar kekuatan jiwa pemakainya.	이 목걸이는 착용자의 영혼에서 힘을 끌어냅니다.
ITEM_20150317_001315	Might Fedimian Chain 	마이트 페디미안 체인
ITEM_20150317_001316	Kerajinan dari Fedimian memiliki reputasi yang mendahului ratusan tahun. Kamu dapat merasakan perbedaan ketika Kamu membandingkan dengan barang-barang non-Fedimian.	페디미안에서 생산되는 세공품의 명성은 수 백년의 전통을 지니고 있습니다. 여느 도시의 제품과 다른 차이를 느낄 수 있습니다.
ITEM_20150317_001317	Dex Fedimian Chain 	덱스 페디미안 체인
ITEM_20150317_001318	Health Fedimian Chain 	헬스 페디미안 체인
ITEM_20150317_001319	Intel Fedimian Chain 	인텔 페디미안 체인
ITEM_20150317_001320	Mind Fedimian Chain 	마인드 페디미안 체인
ITEM_20150317_001321	Jukopus Necklace 	유코푸스 네클리스
ITEM_20150317_001322	Meningkatkan kekuatan sihir pemakainya.	착용자의 마법력을 향상시켜줍니다.
ITEM_20150317_001323	Vubbe Necklace 	부베 네클리스
ITEM_20150317_001324	Magic Pendant 	매직 팬던트
ITEM_20150317_001325	Ivory Pendant 	아이보리 팬던트
ITEM_20150317_001326	Rune Pendant 	룬 팬던트
ITEM_20150317_001327	Silver Talisman 	실버 탈리스만
ITEM_20150317_001328	Kalung diberikan dengan berkat dari Katedral.	대성당의 축복이 내려진 목걸이.
ITEM_20150317_001329	Necklace of Sloth 	나태의 목걸이
ITEM_20150317_001330	Necklace of Fury 	분노의 목걸이
ITEM_20150317_001331	Necklace of Deceit 	거짓의 목걸이
ITEM_20150317_001332	String Necklace 	스트링 네클리스
ITEM_20150317_001333	Menurut legenda, Lydia Schaffen menggunakan menggunakan kalung ini untuk memoles keterampilan selama periode awal sebagai seorang magang yang buruk setelah mengetahui resep rahasia.	전설에 따르면 리디아 샤펜이 수행 초기 가난하던 시절에 비법을 깨우쳐 이 목걸이를 만들어 착용하고 실력을 연마했다고 합니다. 
ITEM_20150317_001334	Panto Talisman 	판토 탈리스만
ITEM_20150317_001335	Dikatakan bahwa seorang penyihir manusia telah berbakat resep untuk kalung ini ke Pantos lama ketika Pantos dan Manusia tidak memusuhi satu sama lain.	판토족이 인간과 적대지 않았던 시절에 한 인간 마법사가 이 목걸이의 제작법을 판토족에게 선물했다고 합니다.
ITEM_20150317_001336	Pyrlight Pendant 	파이라이트 팬던트
ITEM_20150317_001337	Digunakan akan diberikan oleh Guru Pyromancer untuk pemula. Tapi tradisi ini berhenti setelah Goddess telah menghilang.	예전에는 파이로맨서 마스터가 입문자에게 수여했습니다. 그러나 여신들께서 종적을 감추신 이후 이 전통은 끊겼습니다.
ITEM_20150317_001338	Cryolight Pendant 	크리오라이트 팬던트
ITEM_20150317_001339	Sejak asumsi kantor sebelum Pabrik Besar Cataclysm, Master Cryomancer telah berhenti tradisi pemberian liontin ini. Sekarang liontin ini harus baik diperoleh atau dibuat oleh pengguna sendiri.	크리오맨서 마스터는 식물재앙 이전인 자신의 취임부터 이 펜던트의 수여 행사를 중단하였습니다. 이제 이 목걸이는 착용자가 직접 만들거나 획득해야 합니다.
ITEM_20150317_001340	Magic Talisman 	매직 탈리스만
ITEM_20150317_001341	Sekering dua benda ajaib menjadi mudah setelah Kamu menemukan katalis. Namun manusia tidak hanya ras yang dapat menemukan katalis tersebut.	두 종류의 마력이 깃든 물품을 융합하는 일은 일단 촉매가 되는 재료를 발견하면 쉬운 일이 됩니다. 다만 그러한 발견이 인간만 가능한 것은 아닙니다.
ITEM_20150317_001342	Strength Pendant	스트랭스 팬던트
ITEM_20150317_001343	Item magic baru yang menggunakan kekuatan monster sedang diciptakan sejak Pabrik Besar Cataclysm.	식물재앙 이후 몬스터의 능력을 이용하는 새로운 마법물품이 발명되고 있습니다.
ITEM_20150317_001344	Pyluma Chain 	파이루마 체인
ITEM_20150317_001345	Guru Pyromancer tidak berhubungan dengan penciptaan item ini.	파이로맨서 마스터는 이 물품의 제조에 아무런 관련이 없습니다. 
ITEM_20150317_001346	Icema Chain 	아이스마 체인
ITEM_20150317_001347	Menurut rumor, setiap kali item ini dijual, Master Cryomancer membuat keuntungan.	떠도는 소문에 의하면 이 제품이 팔릴 때마다 크리오맨서 마스터가 돈을 받는다고 합니다.
ITEM_20150317_001348	Poizma Chain 	포이즈마 체인
ITEM_20150317_001349	Orang terutama yang terlibat dalam pembuatan item ini adalah penyihir diusir dari Menara Mages.	마법사의 탑에서 쫓겨난 마법사들이 주로 제조에 참여하고 있다고 합니다.
ITEM_20150317_001350	Lightna Chain 	라이트나 체인
ITEM_20150317_001351	Menurut legenda, Agailla Flurry menyiapkan beberapa lusin item ini dan berjuang Raja Iblis sampai semua dari mereka hancur.	전설에 따르면 아가일라 플러리가 마왕과 싸울 때 이 목걸이를 수십 개 준비하였고, 준비한 것이 모두 파괴될 때까지 싸웠다고 합니다.
ITEM_20150317_001352	Health Stone 	헬스 스톤
ITEM_20150317_001353	Item dibuat dengan menggabungkan dan kondensasi semuanya dikenal baik untuk kesehatan melalui sihir.	건강에 좋다는 모든 재료를 모아 그 능력을 마법으로 응축해 제조하는 방식의 장비입니다.
ITEM_20150317_001354	Warrior Pendant 	워리어 팬던트
ITEM_20150317_001355	Resep untuk item ini telah lama di dalam kerajaan, tapi teori menunjukkan asal menjadi kota kelahiran Master Barbarian. Sekarang dianggap bahwa metode crafting dari kedua tempat yang berbeda.	이 물품의 제조법이 왕국에 전파된 시기는 오래되었으나 기원은 바바리안 마스터의 고향이라는 설이 있습니다. 현재는 두 지역의 방식이 다를 것이라 추측합니다.
ITEM_20150317_001356	Cyclops Eye 	사이클롭스 아이
ITEM_20150317_001357	Tidak seperti sebelumnya, kegelapan dunia iblis dilihat oleh mata ini sekarang melindungi Kamu.	이것이 지켜본 마계의 어둠이 이제 반대로 당신을 보호합니다.
ITEM_20150317_001358	Bone Necklace 	본 네클리스
ITEM_20150317_001359	Ketika niat untuk kembali ke dunia ini sebagai mayat hidup digagalkan, kekuatan dan niat seperti terkandung dalam kalung ini.	언데드로 이 땅에 귀환하려던 시도가 실패하자 그 활동력을 변환해서 담은 장비입니다.
